LOT,WAFER,X,Y,HBIN,SBIN
SOC-A7-2025-118,S04,7,-15,1,100
SOC-A7-2025-118,S04,8,-15,1,100
SOC-A7-2025-118,S04,9,-15,1,100
SOC-A7-2025-118,S04,10,-15,2,201
SOC-A7-2025-118,S04,11,-15,1,100
SOC-A7-2025-118,S04,12,-15,1,100
SOC-A7-2025-118,S04,13,-15,1,100
SOC-A7-2025-118,S04,14,-15,1,100
SOC-A7-2025-118,S04,15,-15,12,1201
SOC-A7-2025-118,S04,16,-15,1,100
SOC-A7-2025-118,S04,17,-15,1,100
SOC-A7-2025-118,S04,18,-15,1,100
SOC-A7-2025-118,S04,19,-15,1,100
SOC-A7-2025-118,S04,-19,-14,10,1001
SOC-A7-2025-118,S04,-18,-14,2,200
SOC-A7-2025-118,S04,-17,-14,1,100
SOC-A7-2025-118,S04,-16,-14,12,1202
SOC-A7-2025-118,S04,-15,-14,10,1002
SOC-A7-2025-118,S04,-14,-14,1,100
SOC-A7-2025-118,S04,-13,-14,2,201
SOC-A7-2025-118,S04,-12,-14,1,100
SOC-A7-2025-118,S04,-11,-14,10,1002
SOC-A7-2025-118,S04,-10,-14,10,1001
SOC-A7-2025-118,S04,-9,-14,10,1002
SOC-A7-2025-118,S04,-8,-14,1,100
SOC-A7-2025-118,S04,-7,-14,1,100
SOC-A7-2025-118,S04,-6,-14,10,1002
SOC-A7-2025-118,S04,-5,-14,2,201
SOC-A7-2025-118,S04,-4,-14,10,1002
SOC-A7-2025-118,S04,-3,-14,1,100
SOC-A7-2025-118,S04,-2,-14,1,100
SOC-A7-2025-118,S04,-1,-14,1,100
SOC-A7-2025-118,S04,0,-14,1,100
SOC-A7-2025-118,S04,1,-14,2,201
SOC-A7-2025-118,S04,2,-14,1,100
SOC-A7-2025-118,S04,3,-14,2,200
SOC-A7-2025-118,S04,4,-14,1,100
SOC-A7-2025-118,S04,5,-14,1,100
SOC-A7-2025-118,S04,6,-14,1,100
SOC-A7-2025-118,S04,7,-14,1,100
SOC-A7-2025-118,S04,8,-14,1,100
SOC-A7-2025-118,S04,9,-14,1,100
SOC-A7-2025-118,S04,10,-14,1,100
SOC-A7-2025-118,S04,11,-14,1,100
SOC-A7-2025-118,S04,12,-14,1,100
SOC-A7-2025-118,S04,13,-14,1,100
SOC-A7-2025-118,S04,14,-14,1,100
SOC-A7-2025-118,S04,15,-14,1,100
SOC-A7-2025-118,S04,16,-14,1,100
SOC-A7-2025-118,S04,17,-14,1,100
SOC-A7-2025-118,S04,18,-14,1,100
SOC-A7-2025-118,S04,19,-14,1,100
SOC-A7-2025-118,S04,-20,-13,1,100
SOC-A7-2025-118,S04,-19,-13,3,303
SOC-A7-2025-118,S04,-18,-13,6,603
SOC-A7-2025-118,S04,-17,-13,1,100
SOC-A7-2025-118,S04,-16,-13,1,100
SOC-A7-2025-118,S04,-15,-13,6,602
SOC-A7-2025-118,S04,-14,-13,10,1002
SOC-A7-2025-118,S04,-13,-13,1,100
SOC-A7-2025-118,S04,-12,-13,1,100
SOC-A7-2025-118,S04,-11,-13,1,100
SOC-A7-2025-118,S04,-10,-13,1,100
SOC-A7-2025-118,S04,-9,-13,1,100
SOC-A7-2025-118,S04,-8,-13,1,100
SOC-A7-2025-118,S04,-7,-13,1,100
SOC-A7-2025-118,S04,-6,-13,1,100
SOC-A7-2025-118,S04,-5,-13,10,1001
SOC-A7-2025-118,S04,-4,-13,2,201
SOC-A7-2025-118,S04,-3,-13,2,200
SOC-A7-2025-118,S04,-2,-13,1,100
SOC-A7-2025-118,S04,-1,-13,6,603
SOC-A7-2025-118,S04,0,-13,1,100
SOC-A7-2025-118,S04,1,-13,1,100
SOC-A7-2025-118,S04,2,-13,1,100
SOC-A7-2025-118,S04,3,-13,1,100
SOC-A7-2025-118,S04,4,-13,1,100
SOC-A7-2025-118,S04,5,-13,2,201
SOC-A7-2025-118,S04,6,-13,1,100
SOC-A7-2025-118,S04,7,-13,1,100
SOC-A7-2025-118,S04,8,-13,1,100
SOC-A7-2025-118,S04,9,-13,1,100
SOC-A7-2025-118,S04,10,-13,1,100
SOC-A7-2025-118,S04,11,-13,1,100
SOC-A7-2025-118,S04,12,-13,1,100
SOC-A7-2025-118,S04,13,-13,1,100
SOC-A7-2025-118,S04,14,-13,1,100
SOC-A7-2025-118,S04,15,-13,1,100
SOC-A7-2025-118,S04,16,-13,1,100
SOC-A7-2025-118,S04,17,-13,1,100
SOC-A7-2025-118,S04,18,-13,12,1202
SOC-A7-2025-118,S04,19,-13,1,100
SOC-A7-2025-118,S04,20,-13,1,100
SOC-A7-2025-118,S04,-21,-12,10,1002
SOC-A7-2025-118,S04,-20,-12,3,301
SOC-A7-2025-118,S04,-19,-12,2,201
SOC-A7-2025-118,S04,-18,-12,2,200
SOC-A7-2025-118,S04,-17,-12,2,200
SOC-A7-2025-118,S04,-16,-12,10,1001
SOC-A7-2025-118,S04,-15,-12,10,1002
SOC-A7-2025-118,S04,-14,-12,1,100
SOC-A7-2025-118,S04,-13,-12,2,201
SOC-A7-2025-118,S04,-12,-12,1,100
SOC-A7-2025-118,S04,-11,-12,1,100
SOC-A7-2025-118,S04,-10,-12,1,100
SOC-A7-2025-118,S04,-9,-12,2,201
SOC-A7-2025-118,S04,-8,-12,1,100
SOC-A7-2025-118,S04,-7,-12,1,100
SOC-A7-2025-118,S04,-6,-12,2,200
SOC-A7-2025-118,S04,-5,-12,1,100
SOC-A7-2025-118,S04,-4,-12,2,201
SOC-A7-2025-118,S04,-3,-12,1,100
SOC-A7-2025-118,S04,-2,-12,1,100
SOC-A7-2025-118,S04,-1,-12,1,100
SOC-A7-2025-118,S04,0,-12,2,201
SOC-A7-2025-118,S04,1,-12,1,100
SOC-A7-2025-118,S04,2,-12,1,100
SOC-A7-2025-118,S04,3,-12,1,100
SOC-A7-2025-118,S04,4,-12,1,100
SOC-A7-2025-118,S04,5,-12,2,201
SOC-A7-2025-118,S04,6,-12,8,802
SOC-A7-2025-118,S04,7,-12,2,201
SOC-A7-2025-118,S04,8,-12,1,100
SOC-A7-2025-118,S04,9,-12,1,100
SOC-A7-2025-118,S04,10,-12,1,100
SOC-A7-2025-118,S04,11,-12,1,100
SOC-A7-2025-118,S04,12,-12,2,200
SOC-A7-2025-118,S04,13,-12,1,100
SOC-A7-2025-118,S04,14,-12,1,100
SOC-A7-2025-118,S04,15,-12,1,100
SOC-A7-2025-118,S04,16,-12,1,100
SOC-A7-2025-118,S04,17,-12,1,100
SOC-A7-2025-118,S04,18,-12,2,201
SOC-A7-2025-118,S04,19,-12,2,201
SOC-A7-2025-118,S04,20,-12,1,100
SOC-A7-2025-118,S04,21,-12,3,303
SOC-A7-2025-118,S04,-21,-11,12,1202
SOC-A7-2025-118,S04,-20,-11,10,1001
SOC-A7-2025-118,S04,-19,-11,2,200
SOC-A7-2025-118,S04,-18,-11,1,100
SOC-A7-2025-118,S04,-17,-11,10,1002
SOC-A7-2025-118,S04,-16,-11,2,200
SOC-A7-2025-118,S04,-15,-11,1,100
SOC-A7-2025-118,S04,-14,-11,2,201
SOC-A7-2025-118,S04,-13,-11,6,602
SOC-A7-2025-118,S04,-12,-11,10,1002
SOC-A7-2025-118,S04,-11,-11,1,100
SOC-A7-2025-118,S04,-10,-11,1,100
SOC-A7-2025-118,S04,-9,-11,1,100
SOC-A7-2025-118,S04,-8,-11,1,100
SOC-A7-2025-118,S04,-7,-11,2,201
SOC-A7-2025-118,S04,-6,-11,2,200
SOC-A7-2025-118,S04,-5,-11,1,100
SOC-A7-2025-118,S04,-4,-11,1,100
SOC-A7-2025-118,S04,-3,-11,1,100
SOC-A7-2025-118,S04,-2,-11,2,201
SOC-A7-2025-118,S04,-1,-11,2,201
SOC-A7-2025-118,S04,0,-11,1,100
SOC-A7-2025-118,S04,1,-11,1,100
SOC-A7-2025-118,S04,2,-11,1,100
SOC-A7-2025-118,S04,3,-11,1,100
SOC-A7-2025-118,S04,4,-11,1,100
SOC-A7-2025-118,S04,5,-11,6,603
SOC-A7-2025-118,S04,6,-11,2,201
SOC-A7-2025-118,S04,7,-11,1,100
SOC-A7-2025-118,S04,8,-11,1,100
SOC-A7-2025-118,S04,9,-11,1,100
SOC-A7-2025-118,S04,10,-11,1,100
SOC-A7-2025-118,S04,11,-11,1,100
SOC-A7-2025-118,S04,12,-11,1,100
SOC-A7-2025-118,S04,13,-11,1,100
SOC-A7-2025-118,S04,14,-11,1,100
SOC-A7-2025-118,S04,15,-11,1,100
SOC-A7-2025-118,S04,16,-11,1,100
SOC-A7-2025-118,S04,17,-11,1,100
SOC-A7-2025-118,S04,18,-11,1,100
SOC-A7-2025-118,S04,19,-11,1,100
SOC-A7-2025-118,S04,20,-11,12,1201
SOC-A7-2025-118,S04,21,-11,3,302
SOC-A7-2025-118,S04,-22,-10,1,100
SOC-A7-2025-118,S04,-21,-10,1,100
SOC-A7-2025-118,S04,-20,-10,10,1002
SOC-A7-2025-118,S04,-19,-10,2,201
SOC-A7-2025-118,S04,-18,-10,10,1002
SOC-A7-2025-118,S04,-17,-10,2,201
SOC-A7-2025-118,S04,-16,-10,10,1002
SOC-A7-2025-118,S04,-15,-10,1,100
SOC-A7-2025-118,S04,-14,-10,1,100
SOC-A7-2025-118,S04,-13,-10,1,100
SOC-A7-2025-118,S04,-12,-10,10,1001
SOC-A7-2025-118,S04,-11,-10,10,1002
SOC-A7-2025-118,S04,-10,-10,1,100
SOC-A7-2025-118,S04,-9,-10,1,100
SOC-A7-2025-118,S04,-8,-10,1,100
SOC-A7-2025-118,S04,-7,-10,2,201
SOC-A7-2025-118,S04,-6,-10,2,201
SOC-A7-2025-118,S04,-5,-10,2,201
SOC-A7-2025-118,S04,-4,-10,2,201
SOC-A7-2025-118,S04,-3,-10,1,100
SOC-A7-2025-118,S04,-2,-10,2,201
SOC-A7-2025-118,S04,-1,-10,11,1103
SOC-A7-2025-118,S04,0,-10,1,100
SOC-A7-2025-118,S04,1,-10,1,100
SOC-A7-2025-118,S04,2,-10,2,200
SOC-A7-2025-118,S04,3,-10,1,100
SOC-A7-2025-118,S04,4,-10,2,200
SOC-A7-2025-118,S04,5,-10,1,100
SOC-A7-2025-118,S04,6,-10,2,201
SOC-A7-2025-118,S04,7,-10,1,100
SOC-A7-2025-118,S04,8,-10,1,100
SOC-A7-2025-118,S04,9,-10,1,100
SOC-A7-2025-118,S04,10,-10,1,100
SOC-A7-2025-118,S04,11,-10,1,100
SOC-A7-2025-118,S04,12,-10,1,100
SOC-A7-2025-118,S04,13,-10,1,100
SOC-A7-2025-118,S04,14,-10,1,100
SOC-A7-2025-118,S04,15,-10,1,100
SOC-A7-2025-118,S04,16,-10,2,200
SOC-A7-2025-118,S04,17,-10,1,100
SOC-A7-2025-118,S04,18,-10,1,100
SOC-A7-2025-118,S04,19,-10,1,100
SOC-A7-2025-118,S04,20,-10,1,100
SOC-A7-2025-118,S04,21,-10,2,201
SOC-A7-2025-118,S04,22,-10,3,302
SOC-A7-2025-118,S04,-22,-9,3,303
SOC-A7-2025-118,S04,-21,-9,3,302
SOC-A7-2025-118,S04,-20,-9,1,100
SOC-A7-2025-118,S04,-19,-9,2,201
SOC-A7-2025-118,S04,-18,-9,2,200
SOC-A7-2025-118,S04,-17,-9,1,100
SOC-A7-2025-118,S04,-16,-9,10,1002
SOC-A7-2025-118,S04,-15,-9,2,201
SOC-A7-2025-118,S04,-14,-9,1,100
SOC-A7-2025-118,S04,-13,-9,1,100
SOC-A7-2025-118,S04,-12,-9,10,1001
SOC-A7-2025-118,S04,-11,-9,1,100
SOC-A7-2025-118,S04,-10,-9,1,100
SOC-A7-2025-118,S04,-9,-9,4,401
SOC-A7-2025-118,S04,-8,-9,4,402
SOC-A7-2025-118,S04,-7,-9,2,200
SOC-A7-2025-118,S04,-6,-9,1,100
SOC-A7-2025-118,S04,-5,-9,1,100
SOC-A7-2025-118,S04,-4,-9,2,201
SOC-A7-2025-118,S04,-3,-9,6,603
SOC-A7-2025-118,S04,-2,-9,1,100
SOC-A7-2025-118,S04,-1,-9,1,100
SOC-A7-2025-118,S04,0,-9,2,201
SOC-A7-2025-118,S04,1,-9,1,100
SOC-A7-2025-118,S04,2,-9,1,100
SOC-A7-2025-118,S04,3,-9,1,100
SOC-A7-2025-118,S04,4,-9,1,100
SOC-A7-2025-118,S04,5,-9,1,100
SOC-A7-2025-118,S04,6,-9,1,100
SOC-A7-2025-118,S04,7,-9,1,100
SOC-A7-2025-118,S04,8,-9,1,100
SOC-A7-2025-118,S04,9,-9,6,603
SOC-A7-2025-118,S04,10,-9,1,100
SOC-A7-2025-118,S04,11,-9,1,100
SOC-A7-2025-118,S04,12,-9,1,100
SOC-A7-2025-118,S04,13,-9,1,100
SOC-A7-2025-118,S04,14,-9,6,602
SOC-A7-2025-118,S04,15,-9,1,100
SOC-A7-2025-118,S04,16,-9,1,100
SOC-A7-2025-118,S04,17,-9,1,100
SOC-A7-2025-118,S04,18,-9,1,100
SOC-A7-2025-118,S04,19,-9,1,100
SOC-A7-2025-118,S04,20,-9,1,100
SOC-A7-2025-118,S04,21,-9,1,100
SOC-A7-2025-118,S04,22,-9,3,302
SOC-A7-2025-118,S04,-22,-8,1,100
SOC-A7-2025-118,S04,-21,-8,2,200
SOC-A7-2025-118,S04,-20,-8,2,201
SOC-A7-2025-118,S04,-19,-8,2,200
SOC-A7-2025-118,S04,-18,-8,1,100
SOC-A7-2025-118,S04,-17,-8,6,602
SOC-A7-2025-118,S04,-16,-8,10,1002
SOC-A7-2025-118,S04,-15,-8,2,200
SOC-A7-2025-118,S04,-14,-8,1,100
SOC-A7-2025-118,S04,-13,-8,2,200
SOC-A7-2025-118,S04,-12,-8,1,100
SOC-A7-2025-118,S04,-11,-8,2,201
SOC-A7-2025-118,S04,-10,-8,4,402
SOC-A7-2025-118,S04,-9,-8,4,401
SOC-A7-2025-118,S04,-8,-8,4,402
SOC-A7-2025-118,S04,-7,-8,4,402
SOC-A7-2025-118,S04,-6,-8,1,100
SOC-A7-2025-118,S04,-5,-8,2,201
SOC-A7-2025-118,S04,-4,-8,1,100
SOC-A7-2025-118,S04,-3,-8,1,100
SOC-A7-2025-118,S04,-2,-8,1,100
SOC-A7-2025-118,S04,-1,-8,1,100
SOC-A7-2025-118,S04,0,-8,1,100
SOC-A7-2025-118,S04,1,-8,1,100
SOC-A7-2025-118,S04,2,-8,2,201
SOC-A7-2025-118,S04,3,-8,1,100
SOC-A7-2025-118,S04,4,-8,2,200
SOC-A7-2025-118,S04,5,-8,2,201
SOC-A7-2025-118,S04,6,-8,1,100
SOC-A7-2025-118,S04,7,-8,1,100
SOC-A7-2025-118,S04,8,-8,2,201
SOC-A7-2025-118,S04,9,-8,2,201
SOC-A7-2025-118,S04,10,-8,1,100
SOC-A7-2025-118,S04,11,-8,2,200
SOC-A7-2025-118,S04,12,-8,1,100
SOC-A7-2025-118,S04,13,-8,1,100
SOC-A7-2025-118,S04,14,-8,1,100
SOC-A7-2025-118,S04,15,-8,1,100
SOC-A7-2025-118,S04,16,-8,1,100
SOC-A7-2025-118,S04,17,-8,1,100
SOC-A7-2025-118,S04,18,-8,1,100
SOC-A7-2025-118,S04,19,-8,1,100
SOC-A7-2025-118,S04,20,-8,1,100
SOC-A7-2025-118,S04,21,-8,1,100
SOC-A7-2025-118,S04,22,-8,1,100
SOC-A7-2025-118,S04,-23,-7,3,301
SOC-A7-2025-118,S04,-22,-7,1,100
SOC-A7-2025-118,S04,-21,-7,12,1202
SOC-A7-2025-118,S04,-20,-7,1,100
SOC-A7-2025-118,S04,-19,-7,1,100
SOC-A7-2025-118,S04,-18,-7,10,1001
SOC-A7-2025-118,S04,-17,-7,1,100
SOC-A7-2025-118,S04,-16,-7,10,1002
SOC-A7-2025-118,S04,-15,-7,2,200
SOC-A7-2025-118,S04,-14,-7,1,100
SOC-A7-2025-118,S04,-13,-7,2,200
SOC-A7-2025-118,S04,-12,-7,2,201
SOC-A7-2025-118,S04,-11,-7,1,100
SOC-A7-2025-118,S04,-10,-7,4,401
SOC-A7-2025-118,S04,-9,-7,4,401
SOC-A7-2025-118,S04,-8,-7,4,402
SOC-A7-2025-118,S04,-7,-7,4,402
SOC-A7-2025-118,S04,-6,-7,1,100
SOC-A7-2025-118,S04,-5,-7,1,100
SOC-A7-2025-118,S04,-4,-7,1,100
SOC-A7-2025-118,S04,-3,-7,6,601
SOC-A7-2025-118,S04,-2,-7,1,100
SOC-A7-2025-118,S04,-1,-7,2,201
SOC-A7-2025-118,S04,0,-7,2,200
SOC-A7-2025-118,S04,1,-7,1,100
SOC-A7-2025-118,S04,2,-7,2,201
SOC-A7-2025-118,S04,3,-7,1,100
SOC-A7-2025-118,S04,4,-7,1,100
SOC-A7-2025-118,S04,5,-7,1,100
SOC-A7-2025-118,S04,6,-7,1,100
SOC-A7-2025-118,S04,7,-7,1,100
SOC-A7-2025-118,S04,8,-7,1,100
SOC-A7-2025-118,S04,9,-7,6,602
SOC-A7-2025-118,S04,10,-7,1,100
SOC-A7-2025-118,S04,11,-7,1,100
SOC-A7-2025-118,S04,12,-7,1,100
SOC-A7-2025-118,S04,13,-7,2,200
SOC-A7-2025-118,S04,14,-7,1,100
SOC-A7-2025-118,S04,15,-7,1,100
SOC-A7-2025-118,S04,16,-7,1,100
SOC-A7-2025-118,S04,17,-7,6,602
SOC-A7-2025-118,S04,18,-7,1,100
SOC-A7-2025-118,S04,19,-7,1,100
SOC-A7-2025-118,S04,20,-7,12,1202
SOC-A7-2025-118,S04,21,-7,1,100
SOC-A7-2025-118,S04,22,-7,1,100
SOC-A7-2025-118,S04,23,-7,1,100
SOC-A7-2025-118,S04,-23,-6,3,301
SOC-A7-2025-118,S04,-22,-6,2,200
SOC-A7-2025-118,S04,-21,-6,1,100
SOC-A7-2025-118,S04,-20,-6,2,200
SOC-A7-2025-118,S04,-19,-6,1,100
SOC-A7-2025-118,S04,-18,-6,1,100
SOC-A7-2025-118,S04,-17,-6,10,1002
SOC-A7-2025-118,S04,-16,-6,1,100
SOC-A7-2025-118,S04,-15,-6,2,201
SOC-A7-2025-118,S04,-14,-6,1,100
SOC-A7-2025-118,S04,-13,-6,1,100
SOC-A7-2025-118,S04,-12,-6,1,100
SOC-A7-2025-118,S04,-11,-6,2,200
SOC-A7-2025-118,S04,-10,-6,4,402
SOC-A7-2025-118,S04,-9,-6,1,100
SOC-A7-2025-118,S04,-8,-6,4,401
SOC-A7-2025-118,S04,-7,-6,4,402
SOC-A7-2025-118,S04,-6,-6,1,100
SOC-A7-2025-118,S04,-5,-6,1,100
SOC-A7-2025-118,S04,-4,-6,1,100
SOC-A7-2025-118,S04,-3,-6,1,100
SOC-A7-2025-118,S04,-2,-6,1,100
SOC-A7-2025-118,S04,-1,-6,2,200
SOC-A7-2025-118,S04,0,-6,2,200
SOC-A7-2025-118,S04,1,-6,1,100
SOC-A7-2025-118,S04,2,-6,1,100
SOC-A7-2025-118,S04,3,-6,1,100
SOC-A7-2025-118,S04,4,-6,1,100
SOC-A7-2025-118,S04,5,-6,1,100
SOC-A7-2025-118,S04,6,-6,2,200
SOC-A7-2025-118,S04,7,-6,1,100
SOC-A7-2025-118,S04,8,-6,1,100
SOC-A7-2025-118,S04,9,-6,1,100
SOC-A7-2025-118,S04,10,-6,1,100
SOC-A7-2025-118,S04,11,-6,2,201
SOC-A7-2025-118,S04,12,-6,2,200
SOC-A7-2025-118,S04,13,-6,1,100
SOC-A7-2025-118,S04,14,-6,1,100
SOC-A7-2025-118,S04,15,-6,1,100
SOC-A7-2025-118,S04,16,-6,1,100
SOC-A7-2025-118,S04,17,-6,1,100
SOC-A7-2025-118,S04,18,-6,1,100
SOC-A7-2025-118,S04,19,-6,1,100
SOC-A7-2025-118,S04,20,-6,1,100
SOC-A7-2025-118,S04,21,-6,1,100
SOC-A7-2025-118,S04,22,-6,1,100
SOC-A7-2025-118,S04,23,-6,11,1102
SOC-A7-2025-118,S04,-23,-5,1,100
SOC-A7-2025-118,S04,-22,-5,1,100
SOC-A7-2025-118,S04,-21,-5,1,100
SOC-A7-2025-118,S04,-20,-5,2,201
SOC-A7-2025-118,S04,-19,-5,1,100
SOC-A7-2025-118,S04,-18,-5,2,201
SOC-A7-2025-118,S04,-17,-5,1,100
SOC-A7-2025-118,S04,-16,-5,2,201
SOC-A7-2025-118,S04,-15,-5,1,100
SOC-A7-2025-118,S04,-14,-5,1,100
SOC-A7-2025-118,S04,-13,-5,1,100
SOC-A7-2025-118,S04,-12,-5,10,1001
SOC-A7-2025-118,S04,-11,-5,2,200
SOC-A7-2025-118,S04,-10,-5,4,401
SOC-A7-2025-118,S04,-9,-5,4,402
SOC-A7-2025-118,S04,-8,-5,4,401
SOC-A7-2025-118,S04,-7,-5,1,100
SOC-A7-2025-118,S04,-6,-5,1,100
SOC-A7-2025-118,S04,-5,-5,1,100
SOC-A7-2025-118,S04,-4,-5,2,200
SOC-A7-2025-118,S04,-3,-5,2,201
SOC-A7-2025-118,S04,-2,-5,1,100
SOC-A7-2025-118,S04,-1,-5,1,100
SOC-A7-2025-118,S04,0,-5,11,1103
SOC-A7-2025-118,S04,1,-5,1,100
SOC-A7-2025-118,S04,2,-5,1,100
SOC-A7-2025-118,S04,3,-5,1,100
SOC-A7-2025-118,S04,4,-5,1,100
SOC-A7-2025-118,S04,5,-5,1,100
SOC-A7-2025-118,S04,6,-5,1,100
SOC-A7-2025-118,S04,7,-5,1,100
SOC-A7-2025-118,S04,8,-5,6,602
SOC-A7-2025-118,S04,9,-5,1,100
SOC-A7-2025-118,S04,10,-5,1,100
SOC-A7-2025-118,S04,11,-5,1,100
SOC-A7-2025-118,S04,12,-5,1,100
SOC-A7-2025-118,S04,13,-5,1,100
SOC-A7-2025-118,S04,14,-5,1,100
SOC-A7-2025-118,S04,15,-5,1,100
SOC-A7-2025-118,S04,16,-5,1,100
SOC-A7-2025-118,S04,17,-5,1,100
SOC-A7-2025-118,S04,18,-5,1,100
SOC-A7-2025-118,S04,19,-5,6,602
SOC-A7-2025-118,S04,20,-5,1,100
SOC-A7-2025-118,S04,21,-5,2,200
SOC-A7-2025-118,S04,22,-5,3,302
SOC-A7-2025-118,S04,23,-5,3,303
SOC-A7-2025-118,S04,-23,-4,10,1001
SOC-A7-2025-118,S04,-22,-4,2,201
SOC-A7-2025-118,S04,-21,-4,1,100
SOC-A7-2025-118,S04,-20,-4,2,201
SOC-A7-2025-118,S04,-19,-4,2,200
SOC-A7-2025-118,S04,-18,-4,2,200
SOC-A7-2025-118,S04,-17,-4,1,100
SOC-A7-2025-118,S04,-16,-4,10,1002
SOC-A7-2025-118,S04,-15,-4,1,100
SOC-A7-2025-118,S04,-14,-4,1,100
SOC-A7-2025-118,S04,-13,-4,2,200
SOC-A7-2025-118,S04,-12,-4,1,100
SOC-A7-2025-118,S04,-11,-4,1,100
SOC-A7-2025-118,S04,-10,-4,1,100
SOC-A7-2025-118,S04,-9,-4,1,100
SOC-A7-2025-118,S04,-8,-4,2,200
SOC-A7-2025-118,S04,-7,-4,1,100
SOC-A7-2025-118,S04,-6,-4,6,601
SOC-A7-2025-118,S04,-5,-4,6,601
SOC-A7-2025-118,S04,-4,-4,1,100
SOC-A7-2025-118,S04,-3,-4,1,100
SOC-A7-2025-118,S04,-2,-4,2,200
SOC-A7-2025-118,S04,-1,-4,1,100
SOC-A7-2025-118,S04,0,-4,5,503
SOC-A7-2025-118,S04,1,-4,5,502
SOC-A7-2025-118,S04,2,-4,1,100
SOC-A7-2025-118,S04,3,-4,1,100
SOC-A7-2025-118,S04,4,-4,1,100
SOC-A7-2025-118,S04,5,-4,1,100
SOC-A7-2025-118,S04,6,-4,1,100
SOC-A7-2025-118,S04,7,-4,1,100
SOC-A7-2025-118,S04,8,-4,1,100
SOC-A7-2025-118,S04,9,-4,2,201
SOC-A7-2025-118,S04,10,-4,1,100
SOC-A7-2025-118,S04,11,-4,1,100
SOC-A7-2025-118,S04,12,-4,1,100
SOC-A7-2025-118,S04,13,-4,1,100
SOC-A7-2025-118,S04,14,-4,1,100
SOC-A7-2025-118,S04,15,-4,1,100
SOC-A7-2025-118,S04,16,-4,1,100
SOC-A7-2025-118,S04,17,-4,11,1101
SOC-A7-2025-118,S04,18,-4,2,201
SOC-A7-2025-118,S04,19,-4,1,100
SOC-A7-2025-118,S04,20,-4,1,100
SOC-A7-2025-118,S04,21,-4,1,100
SOC-A7-2025-118,S04,22,-4,1,100
SOC-A7-2025-118,S04,23,-4,1,100
SOC-A7-2025-118,S04,-24,-3,2,200
SOC-A7-2025-118,S04,-23,-3,3,302
SOC-A7-2025-118,S04,-22,-3,1,100
SOC-A7-2025-118,S04,-21,-3,2,201
SOC-A7-2025-118,S04,-20,-3,1,100
SOC-A7-2025-118,S04,-19,-3,1,100
SOC-A7-2025-118,S04,-18,-3,11,1101
SOC-A7-2025-118,S04,-17,-3,1,100
SOC-A7-2025-118,S04,-16,-3,2,200
SOC-A7-2025-118,S04,-15,-3,1,100
SOC-A7-2025-118,S04,-14,-3,1,100
SOC-A7-2025-118,S04,-13,-3,7,702
SOC-A7-2025-118,S04,-12,-3,1,100
SOC-A7-2025-118,S04,-11,-3,1,100
SOC-A7-2025-118,S04,-10,-3,2,200
SOC-A7-2025-118,S04,-9,-3,1,100
SOC-A7-2025-118,S04,-8,-3,1,100
SOC-A7-2025-118,S04,-7,-3,1,100
SOC-A7-2025-118,S04,-6,-3,1,100
SOC-A7-2025-118,S04,-5,-3,2,200
SOC-A7-2025-118,S04,-4,-3,1,100
SOC-A7-2025-118,S04,-3,-3,2,200
SOC-A7-2025-118,S04,-2,-3,1,100
SOC-A7-2025-118,S04,-1,-3,5,503
SOC-A7-2025-118,S04,0,-3,1,100
SOC-A7-2025-118,S04,1,-3,1,100
SOC-A7-2025-118,S04,2,-3,1,100
SOC-A7-2025-118,S04,3,-3,1,100
SOC-A7-2025-118,S04,4,-3,1,100
SOC-A7-2025-118,S04,5,-3,1,100
SOC-A7-2025-118,S04,6,-3,1,100
SOC-A7-2025-118,S04,7,-3,2,201
SOC-A7-2025-118,S04,8,-3,1,100
SOC-A7-2025-118,S04,9,-3,1,100
SOC-A7-2025-118,S04,10,-3,1,100
SOC-A7-2025-118,S04,11,-3,1,100
SOC-A7-2025-118,S04,12,-3,1,100
SOC-A7-2025-118,S04,13,-3,1,100
SOC-A7-2025-118,S04,14,-3,1,100
SOC-A7-2025-118,S04,15,-3,1,100
SOC-A7-2025-118,S04,16,-3,1,100
SOC-A7-2025-118,S04,17,-3,1,100
SOC-A7-2025-118,S04,18,-3,1,100
SOC-A7-2025-118,S04,19,-3,1,100
SOC-A7-2025-118,S04,20,-3,1,100
SOC-A7-2025-118,S04,21,-3,1,100
SOC-A7-2025-118,S04,22,-3,1,100
SOC-A7-2025-118,S04,23,-3,3,302
SOC-A7-2025-118,S04,24,-3,3,303
SOC-A7-2025-118,S04,-24,-2,12,1202
SOC-A7-2025-118,S04,-23,-2,1,100
SOC-A7-2025-118,S04,-22,-2,1,100
SOC-A7-2025-118,S04,-21,-2,6,603
SOC-A7-2025-118,S04,-20,-2,1,100
SOC-A7-2025-118,S04,-19,-2,2,201
SOC-A7-2025-118,S04,-18,-2,1,100
SOC-A7-2025-118,S04,-17,-2,1,100
SOC-A7-2025-118,S04,-16,-2,2,200
SOC-A7-2025-118,S04,-15,-2,1,100
SOC-A7-2025-118,S04,-14,-2,2,201
SOC-A7-2025-118,S04,-13,-2,2,200
SOC-A7-2025-118,S04,-12,-2,7,701
SOC-A7-2025-118,S04,-11,-2,7,703
SOC-A7-2025-118,S04,-10,-2,1,100
SOC-A7-2025-118,S04,-9,-2,1,100
SOC-A7-2025-118,S04,-8,-2,1,100
