LOT,WFR,X,Y,HBIN,SBIN,TST_A,TST_B
HVM-0982,W01,4,41,1,10,1.2477,0.9052
HVM-0982,W01,5,41,1,10,1.2953,0.9185
HVM-0982,W01,6,41,1,10,1.3049,0.9158
HVM-0982,W01,7,41,1,10,1.2909,0.9368
HVM-0982,W01,8,41,1,10,1.2612,0.8883
HVM-0982,W01,9,41,1,10,1.2612,0.9679
HVM-0982,W01,10,41,1,10,1.2667,0.8991
HVM-0982,W01,11,41,1,10,1.2596,0.9271
HVM-0982,W01,12,41,2,21,1.3039,0.8994
HVM-0982,W01,13,41,1,10,1.2928,0.9178
HVM-0982,W01,14,41,1,10,1.3203,0.8985
HVM-0982,W01,15,41,1,10,1.2361,0.9479
HVM-0982,W01,16,41,1,10,1.3161,0.9508
HVM-0982,W01,17,41,1,10,1.3178,0.9323
HVM-0982,W01,18,41,1,10,1.3092,0.9637
HVM-0982,W01,19,41,1,10,1.3164,0.9662
HVM-0982,W01,20,41,4,21,1.3037,0.9400
HVM-0982,W01,21,41,1,10,1.3457,0.9154
HVM-0982,W01,22,41,1,10,1.3277,0.9471
HVM-0982,W01,23,41,1,10,1.3855,0.9581
HVM-0982,W01,24,41,1,10,1.3072,0.9130
HVM-0982,W01,25,41,1,10,1.3399,0.9492
HVM-0982,W01,26,41,1,10,1.3807,0.9432
HVM-0982,W01,27,41,1,10,1.3825,0.8994
HVM-0982,W01,28,41,1,10,1.3863,0.9722
HVM-0982,W01,29,41,1,10,1.3576,0.9740
HVM-0982,W01,30,41,1,10,1.3492,0.8970
HVM-0982,W01,31,41,1,10,1.3326,0.9878
HVM-0982,W01,32,41,1,10,1.3840,0.9093
HVM-0982,W01,33,41,1,10,1.3687,1.0066
HVM-0982,W01,34,41,1,10,1.3841,0.9425
HVM-0982,W01,35,41,1,10,1.3610,0.9340
HVM-0982,W01,36,41,1,10,1.3218,0.9370
HVM-0982,W01,37,41,1,10,1.3155,0.9768
HVM-0982,W01,-36,42,2,30,1.1236,1.0024
HVM-0982,W01,-35,42,1,10,1.1406,0.9506
HVM-0982,W01,-34,42,1,10,1.1846,0.9252
HVM-0982,W01,-33,42,1,10,1.1303,0.9333
HVM-0982,W01,-32,42,1,10,1.1649,0.9631
HVM-0982,W01,-31,42,1,10,1.1460,1.0097
HVM-0982,W01,-30,42,1,10,1.1852,1.0088
HVM-0982,W01,-29,42,1,10,1.1934,0.9740
HVM-0982,W01,-28,42,1,10,1.1797,0.9880
HVM-0982,W01,-27,42,1,10,1.1842,0.9419
HVM-0982,W01,-26,42,1,10,1.2043,0.9222
HVM-0982,W01,-25,42,1,10,1.1579,0.9711
HVM-0982,W01,-24,42,1,10,1.2232,0.9098
HVM-0982,W01,-23,42,1,10,1.1694,0.9611
HVM-0982,W01,-22,42,1,10,1.2299,0.9115
HVM-0982,W01,-21,42,1,10,1.1948,0.9484
HVM-0982,W01,-20,42,1,10,1.2604,0.9301
HVM-0982,W01,-19,42,1,10,1.1965,0.9674
HVM-0982,W01,-18,42,1,10,1.1964,0.9193
HVM-0982,W01,-17,42,1,10,1.1957,0.9497
HVM-0982,W01,-16,42,1,10,1.2263,0.9120
HVM-0982,W01,-15,42,1,10,1.2217,0.9396
HVM-0982,W01,-14,42,1,10,1.2070,0.9516
HVM-0982,W01,-13,42,1,10,1.2410,0.9541
HVM-0982,W01,-12,42,1,10,1.2210,0.9331
HVM-0982,W01,-11,42,1,10,1.2330,0.9477
HVM-0982,W01,-10,42,1,10,1.2257,0.9630
HVM-0982,W01,-9,42,2,31,1.2584,0.9733
HVM-0982,W01,-8,42,1,10,1.2427,0.9534
HVM-0982,W01,-7,42,1,10,1.2342,0.8874
HVM-0982,W01,-6,42,1,10,1.2933,0.9657
HVM-0982,W01,-5,42,1,10,1.2392,0.9449
HVM-0982,W01,-4,42,1,10,1.2687,0.9285
HVM-0982,W01,-3,42,1,10,1.2187,0.9207
HVM-0982,W01,-2,42,1,10,1.2433,0.9310
HVM-0982,W01,-1,42,1,10,1.2624,0.9242
HVM-0982,W01,0,42,1,10,1.2370,0.9433
HVM-0982,W01,1,42,1,10,1.2593,0.9748
HVM-0982,W01,2,42,1,10,1.2191,0.8864
HVM-0982,W01,3,42,1,10,1.3008,0.9293
HVM-0982,W01,4,42,1,10,1.2728,0.9652
HVM-0982,W01,5,42,1,10,1.3660,0.8846
HVM-0982,W01,6,42,1,10,1.2761,0.9331
HVM-0982,W01,7,42,1,10,1.2878,0.9540
HVM-0982,W01,8,42,1,10,1.2744,0.9202
HVM-0982,W01,9,42,1,10,1.3131,0.8957
HVM-0982,W01,10,42,1,10,1.2945,0.9845
HVM-0982,W01,11,42,1,10,1.3287,0.9277
HVM-0982,W01,12,42,1,10,1.3026,0.9757
HVM-0982,W01,13,42,1,10,1.2839,0.9709
HVM-0982,W01,14,42,1,10,1.2809,0.9334
HVM-0982,W01,15,42,1,10,1.2804,0.9135
HVM-0982,W01,16,42,1,10,1.3304,0.9441
HVM-0982,W01,17,42,1,10,1.2613,0.9563
HVM-0982,W01,18,42,1,10,1.3373,0.9228
HVM-0982,W01,19,42,1,10,1.3501,0.9028
HVM-0982,W01,20,42,1,10,1.3158,0.9466
HVM-0982,W01,21,42,1,10,1.3439,0.9493
HVM-0982,W01,22,42,1,10,1.3191,0.9507
HVM-0982,W01,23,42,1,10,1.3552,0.9124
HVM-0982,W01,24,42,1,10,1.3203,0.9054
HVM-0982,W01,25,42,1,10,1.3588,1.0018
HVM-0982,W01,26,42,1,10,1.3883,0.9723
HVM-0982,W01,27,42,1,10,1.3424,0.9634
HVM-0982,W01,28,42,1,10,1.4027,0.9674
HVM-0982,W01,29,42,1,10,1.3766,0.9924
HVM-0982,W01,30,42,1,10,1.3727,0.9271
HVM-0982,W01,31,42,2,30,1.3269,0.9865
HVM-0982,W01,32,42,1,10,1.3314,0.9383
HVM-0982,W01,33,42,1,10,1.3855,0.9685
HVM-0982,W01,34,42,1,10,1.3666,0.9840
HVM-0982,W01,35,42,4,30,1.3760,0.9744
HVM-0982,W01,36,42,4,21,1.3321,0.9684
HVM-0982,W01,-36,43,1,10,1.1843,1.0027
HVM-0982,W01,-35,43,1,10,1.1722,0.9229
HVM-0982,W01,-34,43,1,10,1.1871,0.9780
HVM-0982,W01,-33,43,1,10,1.1535,0.9826
HVM-0982,W01,-32,43,1,10,1.1356,0.9998
HVM-0982,W01,-31,43,1,10,1.1784,0.9421
HVM-0982,W01,-30,43,1,10,1.2121,0.9808
HVM-0982,W01,-29,43,1,10,1.1472,0.9408
HVM-0982,W01,-28,43,1,10,1.1725,0.9451
HVM-0982,W01,-27,43,1,10,1.1813,0.9159
HVM-0982,W01,-26,43,1,10,1.1791,0.9904
HVM-0982,W01,-25,43,1,10,1.1898,0.8885
HVM-0982,W01,-24,43,1,10,1.2119,0.9692
HVM-0982,W01,-23,43,1,10,1.1876,0.9424
HVM-0982,W01,-22,43,1,10,1.1784,0.9728
HVM-0982,W01,-21,43,1,10,1.1799,0.9437
HVM-0982,W01,-20,43,1,10,1.1974,0.9112
HVM-0982,W01,-19,43,1,10,1.1996,0.9252
HVM-0982,W01,-18,43,1,10,1.2310,0.9271
HVM-0982,W01,-17,43,1,10,1.2100,0.9115
HVM-0982,W01,-16,43,1,10,1.1902,0.9662
HVM-0982,W01,-15,43,1,10,1.2540,0.9436
HVM-0982,W01,-14,43,1,10,1.1959,0.9557
HVM-0982,W01,-13,43,1,10,1.1854,0.9541
HVM-0982,W01,-12,43,1,10,1.2352,0.9811
HVM-0982,W01,-11,43,1,10,1.2138,0.9344
HVM-0982,W01,-10,43,1,10,1.2388,0.9287
HVM-0982,W01,-9,43,1,10,1.2359,0.9372
HVM-0982,W01,-8,43,1,10,1.2565,0.9578
HVM-0982,W01,-7,43,1,10,1.2250,0.8996
HVM-0982,W01,-6,43,1,10,1.2564,0.9499
HVM-0982,W01,-5,43,1,10,1.1994,0.9872
HVM-0982,W01,-4,43,1,10,1.2309,0.8937
HVM-0982,W01,-3,43,1,10,1.2606,0.9165
HVM-0982,W01,-2,43,1,10,1.2299,0.9074
HVM-0982,W01,-1,43,1,10,1.2677,0.9289
HVM-0982,W01,0,43,1,10,1.2425,0.9333
HVM-0982,W01,1,43,1,10,1.2884,0.9666
HVM-0982,W01,2,43,1,10,1.2552,0.9334
HVM-0982,W01,3,43,1,10,1.2380,0.9011
HVM-0982,W01,4,43,1,10,1.2537,0.9453
HVM-0982,W01,5,43,1,10,1.2834,0.9483
HVM-0982,W01,6,43,3,30,1.3105,0.8878
HVM-0982,W01,7,43,1,10,1.2352,0.9646
HVM-0982,W01,8,43,1,10,1.2836,0.9271
HVM-0982,W01,9,43,1,10,1.2818,0.9115
HVM-0982,W01,10,43,4,21,1.3630,0.9285
HVM-0982,W01,11,43,1,10,1.2754,0.9111
HVM-0982,W01,12,43,1,10,1.2966,0.9821
HVM-0982,W01,13,43,1,10,1.2584,0.8957
HVM-0982,W01,14,43,1,10,1.3008,0.9217
HVM-0982,W01,15,43,1,10,1.2971,0.9401
HVM-0982,W01,16,43,1,10,1.2978,0.9323
HVM-0982,W01,17,43,1,10,1.3026,0.9525
HVM-0982,W01,18,43,1,10,1.3232,0.8940
HVM-0982,W01,19,43,1,10,1.3497,0.9347
HVM-0982,W01,20,43,1,10,1.3096,0.9881
HVM-0982,W01,21,43,1,10,1.3109,0.9462
HVM-0982,W01,22,43,1,10,1.3276,0.9796
HVM-0982,W01,23,43,1,10,1.3394,0.9484
HVM-0982,W01,24,43,1,10,1.3518,0.9487
HVM-0982,W01,25,43,1,10,1.2931,0.9945
HVM-0982,W01,26,43,1,10,1.3391,0.9288
HVM-0982,W01,27,43,1,10,1.3448,0.9180
HVM-0982,W01,28,43,1,10,1.3226,0.9339
HVM-0982,W01,29,43,1,10,1.2882,0.9475
HVM-0982,W01,30,43,1,10,1.3521,0.9484
HVM-0982,W01,31,43,1,10,1.3507,0.9914
HVM-0982,W01,32,43,1,10,1.4088,0.9498
HVM-0982,W01,33,43,2,20,1.3657,0.9467
HVM-0982,W01,34,43,1,10,1.3807,0.9652
HVM-0982,W01,35,43,1,10,1.3427,0.9959
HVM-0982,W01,36,43,1,10,1.3279,0.9433
HVM-0982,W01,-35,44,3,31,1.1824,0.9167
HVM-0982,W01,-34,44,4,31,1.1388,0.9508
HVM-0982,W01,-33,44,3,31,1.1912,0.9429
HVM-0982,W01,-32,44,1,10,1.1542,0.9081
HVM-0982,W01,-31,44,1,10,1.1508,0.9197
HVM-0982,W01,-30,44,1,10,1.1355,0.9483
HVM-0982,W01,-29,44,1,10,1.1421,0.9727
HVM-0982,W01,-28,44,1,10,1.1716,0.9455
HVM-0982,W01,-27,44,1,10,1.2063,0.9861
HVM-0982,W01,-26,44,1,10,1.2123,0.9313
HVM-0982,W01,-25,44,1,10,1.1469,0.9378
HVM-0982,W01,-24,44,1,10,1.1862,0.9611
HVM-0982,W01,-23,44,1,10,1.1935,0.9556
HVM-0982,W01,-22,44,1,10,1.2240,0.9026
HVM-0982,W01,-21,44,1,10,1.1988,0.9780
HVM-0982,W01,-20,44,1,10,1.1793,0.9321
HVM-0982,W01,-19,44,1,10,1.1978,0.9075
HVM-0982,W01,-18,44,1,10,1.2282,0.9361
HVM-0982,W01,-17,44,1,10,1.2038,0.8877
HVM-0982,W01,-16,44,1,10,1.2491,0.9305
HVM-0982,W01,-15,44,1,10,1.2335,0.9775
HVM-0982,W01,-14,44,1,10,1.2256,0.9646
HVM-0982,W01,-13,44,1,10,1.2238,0.9553
HVM-0982,W01,-12,44,1,10,1.2071,0.9052
HVM-0982,W01,-11,44,1,10,1.1648,0.9174
HVM-0982,W01,-10,44,1,10,1.2378,0.9498
HVM-0982,W01,-9,44,1,10,1.2371,0.9143
HVM-0982,W01,-8,44,1,10,1.2000,0.8983
HVM-0982,W01,-7,44,1,10,1.2868,0.8929
HVM-0982,W01,-6,44,1,10,1.2506,0.9000
HVM-0982,W01,-5,44,1,10,1.2709,0.9352
HVM-0982,W01,-4,44,1,10,1.2350,0.9268
HVM-0982,W01,-3,44,1,10,1.2406,0.9222
HVM-0982,W01,-2,44,1,10,1.2457,0.9117
HVM-0982,W01,-1,44,1,10,1.2687,0.9215
HVM-0982,W01,0,44,1,10,1.2841,0.9576
HVM-0982,W01,1,44,1,10,1.2689,0.9591
HVM-0982,W01,2,44,1,10,1.2859,0.9369
HVM-0982,W01,3,44,1,10,1.2534,0.9244
HVM-0982,W01,4,44,1,10,1.2913,0.9061
HVM-0982,W01,5,44,1,10,1.2994,0.9277
HVM-0982,W01,6,44,1,10,1.2620,0.9989
HVM-0982,W01,7,44,1,10,1.2494,0.9200
HVM-0982,W01,8,44,1,10,1.2950,0.9312
HVM-0982,W01,9,44,3,30,1.2911,0.9439
HVM-0982,W01,10,44,1,10,1.3411,0.9238
HVM-0982,W01,11,44,1,10,1.3155,0.9329
HVM-0982,W01,12,44,1,10,1.2697,0.9354
HVM-0982,W01,13,44,1,10,1.2856,0.9913
HVM-0982,W01,14,44,1,10,1.3433,0.9611
HVM-0982,W01,15,44,1,10,1.3331,0.9304
HVM-0982,W01,16,44,1,10,1.2927,0.9747
HVM-0982,W01,17,44,1,10,1.2971,0.9183
HVM-0982,W01,18,44,1,10,1.3061,0.9080
HVM-0982,W01,19,44,1,10,1.3098,0.9304
HVM-0982,W01,20,44,1,10,1.3308,0.9120
HVM-0982,W01,21,44,1,10,1.3482,0.9760
HVM-0982,W01,22,44,1,10,1.3663,0.9533
HVM-0982,W01,23,44,1,10,1.3300,0.9589
HVM-0982,W01,24,44,1,10,1.3521,0.9635
HVM-0982,W01,25,44,1,10,1.3432,0.9329
HVM-0982,W01,26,44,1,10,1.3488,0.9400
HVM-0982,W01,27,44,1,10,1.3097,0.9686
HVM-0982,W01,28,44,1,10,1.3833,0.9506
HVM-0982,W01,29,44,2,30,1.3747,0.9633
HVM-0982,W01,30,44,1,10,1.3602,0.9431
HVM-0982,W01,31,44,1,10,1.3733,0.9095
HVM-0982,W01,32,44,1,10,1.3714,0.9484
HVM-0982,W01,33,44,1,10,1.3762,0.9780
HVM-0982,W01,34,44,1,10,1.3766,0.9898
HVM-0982,W01,35,44,1,10,1.3724,0.9574
HVM-0982,W01,-34,45,2,20,1.1416,0.9528
HVM-0982,W01,-33,45,1,10,1.1634,0.9502
HVM-0982,W01,-32,45,2,30,1.1972,0.9385
HVM-0982,W01,-31,45,1,10,1.1663,0.9852
HVM-0982,W01,-30,45,1,10,1.1816,0.9907
HVM-0982,W01,-29,45,1,10,1.1204,0.9507
HVM-0982,W01,-28,45,1,10,1.2087,0.9101
HVM-0982,W01,-27,45,1,10,1.1951,0.9840
HVM-0982,W01,-26,45,1,10,1.1900,0.9164
HVM-0982,W01,-25,45,1,10,1.2080,0.9668
HVM-0982,W01,-24,45,1,10,1.1799,0.9310
HVM-0982,W01,-23,45,1,10,1.2295,0.9503
HVM-0982,W01,-22,45,1,10,1.2438,0.9619
HVM-0982,W01,-21,45,1,10,1.2403,0.8920
HVM-0982,W01,-20,45,1,10,1.2232,0.9800
HVM-0982,W01,-19,45,1,10,1.1939,0.9588
HVM-0982,W01,-18,45,1,10,1.2148,0.9361
HVM-0982,W01,-17,45,1,10,1.2082,0.9230
HVM-0982,W01,-16,45,1,10,1.1795,0.9558
HVM-0982,W01,-15,45,1,10,1.2304,0.9644
HVM-0982,W01,-14,45,1,10,1.2185,0.9669
HVM-0982,W01,-13,45,1,10,1.2372,0.9169
HVM-0982,W01,-12,45,1,10,1.2151,0.9492
HVM-0982,W01,-11,45,1,10,1.2200,0.9722
HVM-0982,W01,-10,45,1,10,1.2702,0.9429
HVM-0982,W01,-9,45,1,10,1.2604,0.9254
HVM-0982,W01,-8,45,1,10,1.2622,0.9394
HVM-0982,W01,-7,45,1,10,1.2247,0.9274
HVM-0982,W01,-6,45,1,10,1.2652,0.9474
HVM-0982,W01,-5,45,1,10,1.2476,0.9316
HVM-0982,W01,-4,45,1,10,1.2716,0.9114
HVM-0982,W01,-3,45,1,10,1.2689,0.9102
HVM-0982,W01,-2,45,1,10,1.2878,0.9552
HVM-0982,W01,-1,45,1,10,1.2609,0.9694
HVM-0982,W01,0,45,1,10,1.2462,0.9071
HVM-0982,W01,1,45,1,10,1.2645,0.9160
HVM-0982,W01,2,45,1,10,1.2810,0.8975
HVM-0982,W01,3,45,1,10,1.2898,0.8896
HVM-0982,W01,4,45,1,10,1.2767,0.9328
HVM-0982,W01,5,45,1,10,1.2396,0.9291
HVM-0982,W01,6,45,1,10,1.2756,0.9442
HVM-0982,W01,7,45,1,10,1.2514,0.9331
HVM-0982,W01,8,45,1,10,1.3354,0.9679
HVM-0982,W01,9,45,1,10,1.2981,0.9800
HVM-0982,W01,10,45,1,10,1.2972,0.9172
HVM-0982,W01,11,45,1,10,1.2795,0.9182
HVM-0982,W01,12,45,1,10,1.3086,0.9710
HVM-0982,W01,13,45,1,10,1.3254,0.9460
HVM-0982,W01,14,45,1,10,1.3204,0.9536
HVM-0982,W01,15,45,1,10,1.3045,0.9349
HVM-0982,W01,16,45,1,10,1.3322,0.8944
HVM-0982,W01,17,45,1,10,1.2955,0.9665
HVM-0982,W01,18,45,1,10,1.3686,0.9631
HVM-0982,W01,19,45,1,10,1.3251,0.9465
HVM-0982,W01,20,45,1,10,1.3451,0.9233
HVM-0982,W01,21,45,1,10,1.3217,0.9665
HVM-0982,W01,22,45,1,10,1.2608,0.9379
HVM-0982,W01,23,45,1,10,1.3448,1.0029
HVM-0982,W01,24,45,1,10,1.3565,0.9026
HVM-0982,W01,25,45,1,10,1.3690,0.9927
HVM-0982,W01,26,45,1,10,1.3497,0.9763
HVM-0982,W01,27,45,1,10,1.3291,0.9486
HVM-0982,W01,28,45,1,10,1.2932,0.9647
HVM-0982,W01,29,45,1,10,1.3693,0.9695
HVM-0982,W01,30,45,1,10,1.3520,0.9937
HVM-0982,W01,31,45,1,10,1.3889,0.9877
HVM-0982,W01,32,45,1,10,1.3965,0.9661
HVM-0982,W01,33,45,2,30,1.3934,0.9586
HVM-0982,W01,34,45,1,10,1.3802,0.9593
HVM-0982,W01,-34,46,1,10,1.1387,0.9605
HVM-0982,W01,-33,46,1,10,1.1624,0.9878
HVM-0982,W01,-32,46,1,10,1.1655,0.9503
HVM-0982,W01,-31,46,1,10,1.1787,1.0004
HVM-0982,W01,-30,46,1,10,1.1955,0.9699
HVM-0982,W01,-29,46,1,10,1.1661,0.9534
HVM-0982,W01,-28,46,1,10,1.1665,0.9426
HVM-0982,W01,-27,46,1,10,1.2074,0.9104
HVM-0982,W01,-26,46,1,10,1.2199,0.9178
HVM-0982,W01,-25,46,1,10,1.1713,0.9508
HVM-0982,W01,-24,46,1,10,1.2069,0.9454
HVM-0982,W01,-23,46,1,10,1.2436,0.9306
HVM-0982,W01,-22,46,1,10,1.2015,0.9626
HVM-0982,W01,-21,46,1,10,1.2154,0.9102
HVM-0982,W01,-20,46,1,10,1.2602,0.9551
HVM-0982,W01,-19,46,1,10,1.1960,0.9514
HVM-0982,W01,-18,46,1,10,1.2545,0.9084
HVM-0982,W01,-17,46,1,10,1.2204,0.9349
HVM-0982,W01,-16,46,1,10,1.2653,0.9714
HVM-0982,W01,-15,46,1,10,1.2241,0.9459
HVM-0982,W01,-14,46,1,10,1.2342,0.9411
HVM-0982,W01,-13,46,1,10,1.2316,0.9389
HVM-0982,W01,-12,46,1,10,1.2302,0.9868
HVM-0982,W01,-11,46,1,10,1.2359,0.9219
HVM-0982,W01,-10,46,1,10,1.2315,0.9431
HVM-0982,W01,-9,46,1,10,1.2068,0.9979
HVM-0982,W01,-8,46,1,10,1.2879,0.9226
HVM-0982,W01,-7,46,1,10,1.2276,0.9681
HVM-0982,W01,-6,46,1,10,1.2484,0.9060
HVM-0982,W01,-5,46,1,10,1.2781,0.8981
HVM-0982,W01,-4,46,1,10,1.2351,0.8961
HVM-0982,W01,-3,46,1,10,1.2368,0.9286
HVM-0982,W01,-2,46,1,10,1.2178,0.9077
HVM-0982,W01,-1,46,1,10,1.2934,0.9800
HVM-0982,W01,0,46,1,10,1.2386,0.9494
HVM-0982,W01,1,46,1,10,1.2880,0.9452
HVM-0982,W01,2,46,1,10,1.2363,0.9307
HVM-0982,W01,3,46,1,10,1.2660,0.9219
HVM-0982,W01,4,46,1,10,1.2914,0.9511
HVM-0982,W01,5,46,1,10,1.2534,0.9406
HVM-0982,W01,6,46,1,10,1.3080,0.9309
HVM-0982,W01,7,46,1,10,1.2500,0.9835
HVM-0982,W01,8,46,1,10,1.2673,0.9491
HVM-0982,W01,9,46,1,10,1.3127,0.9719
HVM-0982,W01,10,46,1,10,1.2611,0.9130
HVM-0982,W01,11,46,1,10,1.2965,0.9392
HVM-0982,W01,12,46,1,10,1.3051,0.9289
HVM-0982,W01,13,46,1,10,1.3075,0.9232
HVM-0982,W01,14,46,1,10,1.3024,1.0257
HVM-0982,W01,15,46,1,10,1.3047,0.9490
HVM-0982,W01,16,46,1,10,1.3464,0.9450
HVM-0982,W01,17,46,1,10,1.2788,0.9320
HVM-0982,W01,18,46,1,10,1.3647,0.9660
HVM-0982,W01,19,46,1,10,1.3082,0.9478
HVM-0982,W01,20,46,1,10,1.3464,0.9141
HVM-0982,W01,21,46,1,10,1.3610,0.9164
HVM-0982,W01,22,46,1,10,1.3248,0.9583
HVM-0982,W01,23,46,1,10,1.3458,0.9879
HVM-0982,W01,24,46,1,10,1.3514,0.9226
HVM-0982,W01,25,46,1,10,1.3026,0.9428
HVM-0982,W01,26,46,1,10,1.3479,0.9444
HVM-0982,W01,27,46,4,30,1.3904,0.9222
HVM-0982,W01,28,46,1,10,1.3258,0.9477
HVM-0982,W01,29,46,1,10,1.3849,0.9287
HVM-0982,W01,30,46,1,10,1.3841,0.9674
HVM-0982,W01,31,46,1,10,1.3356,0.9615
HVM-0982,W01,32,46,2,31,1.3202,0.9570
HVM-0982,W01,33,46,3,20,1.3528,0.9919
HVM-0982,W01,34,46,3,21,1.3694,0.9407
HVM-0982,W01,-33,47,1,10,1.1456,0.9911
HVM-0982,W01,-32,47,1,10,1.1487,0.9286
HVM-0982,W01,-31,47,3,30,1.1821,0.9694
HVM-0982,W01,-30,47,1,10,1.1771,0.9453
HVM-0982,W01,-29,47,1,10,1.1918,0.9861
HVM-0982,W01,-28,47,1,10,1.1898,0.9806
HVM-0982,W01,-27,47,1,10,1.1934,0.9455
HVM-0982,W01,-26,47,1,10,1.2789,0.9393
HVM-0982,W01,-25,47,1,10,1.1985,0.9188
HVM-0982,W01,-24,47,1,10,1.1750,0.9182
HVM-0982,W01,-23,47,1,10,1.2023,0.9549
HVM-0982,W01,-22,47,1,10,1.2026,0.9396
HVM-0982,W01,-21,47,1,10,1.2388,0.9564
HVM-0982,W01,-20,47,1,10,1.2182,0.9191
HVM-0982,W01,-19,47,1,10,1.2363,0.9432
HVM-0982,W01,-18,47,1,10,1.2435,0.9640
HVM-0982,W01,-17,47,4,20,1.2293,0.9554
HVM-0982,W01,-16,47,1,10,1.2181,0.9517
HVM-0982,W01,-15,47,1,10,1.2085,0.9434
HVM-0982,W01,-14,47,1,10,1.1903,0.9440
HVM-0982,W01,-13,47,1,10,1.2486,0.9486
HVM-0982,W01,-12,47,1,10,1.2135,0.8955
HVM-0982,W01,-11,47,1,10,1.2385,0.9475
HVM-0982,W01,-10,47,1,10,1.2109,0.9186
HVM-0982,W01,-9,47,1,10,1.2532,0.9211
HVM-0982,W01,-8,47,1,10,1.2557,0.9388
HVM-0982,W01,-7,47,1,10,1.2853,0.9346
HVM-0982,W01,-6,47,1,10,1.2367,0.9276
HVM-0982,W01,-5,47,1,10,1.2554,0.9214
HVM-0982,W01,-4,47,1,10,1.2666,0.9380
HVM-0982,W01,-3,47,1,10,1.2526,0.9420
HVM-0982,W01,-2,47,1,10,1.2915,0.9039
HVM-0982,W01,-1,47,1,10,1.2439,0.9284
HVM-0982,W01,0,47,1,10,1.2937,0.9652
HVM-0982,W01,1,47,1,10,1.2638,0.9128
HVM-0982,W01,2,47,1,10,1.3216,0.9435
HVM-0982,W01,3,47,1,10,1.2577,0.9272
HVM-0982,W01,4,47,1,10,1.2228,0.9634
HVM-0982,W01,5,47,1,10,1.2735,0.9474
HVM-0982,W01,6,47,1,10,1.2897,0.9469
HVM-0982,W01,7,47,1,10,1.3052,0.9799
HVM-0982,W01,8,47,1,10,1.2800,1.0057
HVM-0982,W01,9,47,1,10,1.3273,0.9529
HVM-0982,W01,10,47,1,10,1.3458,0.9666
HVM-0982,W01,11,47,1,10,1.3046,0.9074
HVM-0982,W01,12,47,1,10,1.3098,0.9086
HVM-0982,W01,13,47,1,10,1.3124,0.9595
HVM-0982,W01,14,47,1,10,1.3298,0.9490
HVM-0982,W01,15,47,1,10,1.3124,0.9078
HVM-0982,W01,16,47,1,10,1.2683,0.9868
HVM-0982,W01,17,47,1,10,1.3382,0.9399
HVM-0982,W01,18,47,1,10,1.3429,0.9763
HVM-0982,W01,19,47,1,10,1.3057,0.9321
HVM-0982,W01,20,47,1,10,1.3338,0.9865
HVM-0982,W01,21,47,1,10,1.3518,0.9575
HVM-0982,W01,22,47,1,10,1.3551,0.9423
HVM-0982,W01,23,47,1,10,1.3398,0.9399
HVM-0982,W01,24,47,1,10,1.3339,0.9847
HVM-0982,W01,25,47,1,10,1.3368,0.9376
HVM-0982,W01,26,47,1,10,1.3458,0.9336
HVM-0982,W01,27,47,1,10,1.3547,0.9569
HVM-0982,W01,28,47,1,10,1.3784,0.9493
HVM-0982,W01,29,47,1,10,1.3596,0.9369
HVM-0982,W01,30,47,1,10,1.4170,0.9511
HVM-0982,W01,31,47,4,21,1.3913,0.9427
HVM-0982,W01,32,47,1,10,1.3214,0.9540
HVM-0982,W01,33,47,2,31,1.3513,0.9426
HVM-0982,W01,-32,48,1,10,1.1633,0.9458
HVM-0982,W01,-31,48,1,10,1.1717,0.9653
HVM-0982,W01,-30,48,1,10,1.1307,0.9710
HVM-0982,W01,-29,48,1,10,1.1611,0.9814
HVM-0982,W01,-28,48,1,10,1.1592,0.9568
HVM-0982,W01,-27,48,1,10,1.2051,0.9703
HVM-0982,W01,-26,48,1,10,1.1979,0.9531
HVM-0982,W01,-25,48,1,10,1.2087,0.9624
HVM-0982,W01,-24,48,1,10,1.2351,0.9684
HVM-0982,W01,-23,48,1,10,1.2006,0.9519
HVM-0982,W01,-22,48,1,10,1.2324,0.9574
HVM-0982,W01,-21,48,1,10,1.1894,0.9399
HVM-0982,W01,-20,48,1,10,1.2106,0.9094
HVM-0982,W01,-19,48,1,10,1.2051,0.9571
HVM-0982,W01,-18,48,1,10,1.2314,0.9760
HVM-0982,W01,-17,48,1,10,1.2427,0.9420
HVM-0982,W01,-16,48,1,10,1.2371,0.9610
HVM-0982,W01,-15,48,1,10,1.2317,0.9605
HVM-0982,W01,-14,48,1,10,1.2439,0.9697
HVM-0982,W01,-13,48,1,10,1.2229,0.9568
HVM-0982,W01,-12,48,1,10,1.2392,0.9765
HVM-0982,W01,-11,48,1,10,1.2691,0.9059
HVM-0982,W01,-10,48,1,10,1.2301,0.9652
HVM-0982,W01,-9,48,1,10,1.2432,0.9348
HVM-0982,W01,-8,48,1,10,1.2073,0.9148
HVM-0982,W01,-7,48,1,10,1.2387,0.9162
HVM-0982,W01,-6,48,1,10,1.2369,0.9509
HVM-0982,W01,-5,48,1,10,1.2404,0.9107
HVM-0982,W01,-4,48,1,10,1.2483,0.9750
HVM-0982,W01,-3,48,1,10,1.2661,0.9300
HVM-0982,W01,-2,48,1,10,1.2700,0.9259
HVM-0982,W01,-1,48,1,10,1.2868,0.9312
HVM-0982,W01,0,48,1,10,1.3053,0.9124
HVM-0982,W01,1,48,1,10,1.2673,0.9515
