lot,wafer,x,y,siteId,hbin,sbin,testdate,temp,testA,testB,testC
LOT123,W02,-13,2,377,1,10,2026-04-22,25,1.116,0.497,62.340
LOT123,W02,-12,2,378,1,10,2026-04-22,25,1.018,0.449,58.442
LOT123,W02,-11,2,379,1,10,2026-04-22,25,0.947,0.482,36.326
LOT123,W02,-10,2,380,1,10,2026-04-22,25,0.939,0.473,59.625
LOT123,W02,-9,2,381,1,10,2026-04-22,25,1.084,0.467,79.833
LOT123,W02,-8,2,382,1,10,2026-04-22,25,0.912,0.520,50.135
LOT123,W02,-7,2,383,1,10,2026-04-22,25,1.130,0.491,74.372
LOT123,W02,-6,2,384,1,10,2026-04-22,25,1.036,0.478,61.102
LOT123,W02,-5,2,385,1,10,2026-04-22,25,1.081,0.486,52.726
LOT123,W02,-4,2,386,1,10,2026-04-22,25,1.102,0.483,50.926
LOT123,W02,-3,2,387,1,10,2026-04-22,25,0.902,0.537,49.952
LOT123,W02,-2,2,388,1,10,2026-04-22,25,1.060,0.478,60.015
LOT123,W02,-1,2,389,1,10,2026-04-22,25,1.184,0.487,67.691
LOT123,W02,0,2,390,1,10,2026-04-22,25,0.927,0.497,56.121
LOT123,W02,1,2,391,2,20,2026-04-22,25,1.091,0.524,45.800
LOT123,W02,2,2,392,1,10,2026-04-22,25,1.018,0.488,40.431
LOT123,W02,3,2,393,1,10,2026-04-22,25,1.002,0.466,63.091
LOT123,W02,4,2,394,1,10,2026-04-22,25,1.216,0.479,46.989
LOT123,W02,5,2,395,1,10,2026-04-22,25,1.037,0.515,59.004
LOT123,W02,6,2,396,1,10,2026-04-22,25,1.193,0.491,45.883
LOT123,W02,7,2,397,1,10,2026-04-22,25,0.982,0.497,42.949
LOT123,W02,8,2,398,1,10,2026-04-22,25,0.980,0.492,76.080
LOT123,W02,9,2,399,1,10,2026-04-22,25,1.178,0.479,57.807
LOT123,W02,10,2,400,4,45,2026-04-22,25,0.918,0.497,41.001
LOT123,W02,11,2,401,1,10,2026-04-22,25,1.114,0.507,72.864
LOT123,W02,12,2,402,1,10,2026-04-22,25,0.929,0.526,52.759
LOT123,W02,13,2,403,1,10,2026-04-22,25,1.049,0.469,32.885
LOT123,W02,14,2,404,1,10,2026-04-22,25,1.102,0.508,59.832
LOT123,W02,-14,3,405,2,20,2026-04-22,25,1.056,0.517,60.502
LOT123,W02,-13,3,406,1,10,2026-04-22,25,1.119,0.463,48.199
LOT123,W02,-12,3,407,1,10,2026-04-22,25,1.147,0.503,56.495
LOT123,W02,-11,3,408,1,10,2026-04-22,25,0.910,0.468,44.461
LOT123,W02,-10,3,409,1,10,2026-04-22,25,1.114,0.462,50.049
LOT123,W02,-9,3,410,1,10,2026-04-22,25,1.035,0.485,48.708
LOT123,W02,-8,3,411,1,10,2026-04-22,25,1.152,0.510,56.348
LOT123,W02,-7,3,412,1,10,2026-04-22,25,1.022,0.495,67.365
LOT123,W02,-6,3,413,1,10,2026-04-22,25,1.175,0.480,47.327
LOT123,W02,-5,3,414,1,10,2026-04-22,25,1.120,0.486,48.664
LOT123,W02,-4,3,415,1,10,2026-04-22,25,1.025,0.504,59.852
LOT123,W02,-3,3,416,1,10,2026-04-22,25,0.871,0.470,35.303
LOT123,W02,-2,3,417,3,40,2026-04-22,25,1.237,0.512,44.222
LOT123,W02,-1,3,418,1,10,2026-04-22,25,1.106,0.503,60.197
LOT123,W02,0,3,419,1,10,2026-04-22,25,0.966,0.481,65.480
LOT123,W02,1,3,420,1,10,2026-04-22,25,0.963,0.505,40.474
LOT123,W02,2,3,421,1,10,2026-04-22,25,0.741,0.456,57.606
LOT123,W02,3,3,422,1,10,2026-04-22,25,1.005,0.522,60.394
LOT123,W02,4,3,423,1,10,2026-04-22,25,0.936,0.489,61.626
LOT123,W02,5,3,424,1,10,2026-04-22,25,1.190,0.468,54.393
LOT123,W02,6,3,425,1,10,2026-04-22,25,1.141,0.440,63.356
LOT123,W02,7,3,426,1,10,2026-04-22,25,0.945,0.494,33.523
LOT123,W02,8,3,427,1,10,2026-04-22,25,1.131,0.484,62.220
LOT123,W02,9,3,428,1,10,2026-04-22,25,1.108,0.493,47.893
LOT123,W02,10,3,429,1,10,2026-04-22,25,1.231,0.442,67.357
LOT123,W02,11,3,430,1,10,2026-04-22,25,1.093,0.477,64.723
LOT123,W02,12,3,431,1,10,2026-04-22,25,0.868,0.521,50.722
LOT123,W02,13,3,432,2,20,2026-04-22,25,1.090,0.490,60.663
LOT123,W02,14,3,433,1,10,2026-04-22,25,1.219,0.503,41.975
LOT123,W02,-13,4,434,2,20,2026-04-22,25,1.024,0.472,65.320
LOT123,W02,-12,4,435,1,10,2026-04-22,25,0.881,0.470,71.638
LOT123,W02,-11,4,436,4,45,2026-04-22,25,0.957,0.469,57.789
LOT123,W02,-10,4,437,1,10,2026-04-22,25,1.020,0.492,59.035
LOT123,W02,-9,4,438,1,10,2026-04-22,25,1.219,0.478,60.980
LOT123,W02,-8,4,439,1,10,2026-04-22,25,1.023,0.499,55.026
LOT123,W02,-7,4,440,1,10,2026-04-22,25,0.978,0.466,39.948
LOT123,W02,-6,4,441,1,10,2026-04-22,25,0.983,0.522,81.990
LOT123,W02,-5,4,442,1,10,2026-04-22,25,0.974,0.450,55.795
LOT123,W02,-4,4,443,1,10,2026-04-22,25,0.981,0.483,60.676
LOT123,W02,-3,4,444,1,10,2026-04-22,25,1.123,0.472,53.415
LOT123,W02,-2,4,445,1,10,2026-04-22,25,1.171,0.467,51.545
LOT123,W02,-1,4,446,2,20,2026-04-22,25,1.219,0.516,71.607
LOT123,W02,0,4,447,1,10,2026-04-22,25,1.173,0.531,44.458
LOT123,W02,1,4,448,1,10,2026-04-22,25,0.746,0.514,36.946
LOT123,W02,2,4,449,1,10,2026-04-22,25,1.086,0.495,42.850
LOT123,W02,3,4,450,2,20,2026-04-22,25,1.293,0.466,26.481
LOT123,W02,4,4,451,1,10,2026-04-22,25,1.136,0.496,48.177
LOT123,W02,5,4,452,1,10,2026-04-22,25,0.988,0.477,43.995
LOT123,W02,6,4,453,1,10,2026-04-22,25,1.022,0.504,70.643
LOT123,W02,7,4,454,2,20,2026-04-22,25,1.024,0.468,70.809
LOT123,W02,8,4,455,1,10,2026-04-22,25,1.165,0.476,67.340
LOT123,W02,9,4,456,1,10,2026-04-22,25,1.130,0.477,49.470
LOT123,W02,10,4,457,1,10,2026-04-22,25,1.079,0.497,54.468
LOT123,W02,11,4,458,1,10,2026-04-22,25,1.050,0.478,38.640
LOT123,W02,12,4,459,2,20,2026-04-22,25,1.193,0.478,51.251
LOT123,W02,13,4,460,1,10,2026-04-22,25,0.916,0.490,44.532
LOT123,W02,-13,5,461,1,10,2026-04-22,25,1.037,0.520,45.891
LOT123,W02,-12,5,462,1,10,2026-04-22,25,1.068,0.486,38.820
LOT123,W02,-11,5,463,1,10,2026-04-22,25,1.006,0.482,58.008
LOT123,W02,-10,5,464,1,10,2026-04-22,25,1.075,0.465,41.782
LOT123,W02,-9,5,465,2,20,2026-04-22,25,0.832,0.486,59.870
LOT123,W02,-8,5,466,1,10,2026-04-22,25,1.098,0.514,51.723
LOT123,W02,-7,5,467,1,10,2026-04-22,25,0.962,0.484,62.689
LOT123,W02,-6,5,468,1,10,2026-04-22,25,0.865,0.511,49.845
LOT123,W02,-5,5,469,1,10,2026-04-22,25,0.867,0.499,53.936
LOT123,W02,-4,5,470,1,10,2026-04-22,25,1.167,0.509,61.466
LOT123,W02,-3,5,471,1,10,2026-04-22,25,0.960,0.479,100.403
LOT123,W02,-2,5,472,2,20,2026-04-22,25,1.099,0.474,64.397
LOT123,W02,-1,5,473,1,10,2026-04-22,25,1.064,0.504,65.956
LOT123,W02,0,5,474,1,10,2026-04-22,25,1.089,0.520,50.330
LOT123,W02,1,5,475,1,10,2026-04-22,25,0.847,0.493,53.893
LOT123,W02,2,5,476,1,10,2026-04-22,25,1.000,0.470,62.877
LOT123,W02,3,5,477,1,10,2026-04-22,25,1.187,0.498,61.409
LOT123,W02,4,5,478,1,10,2026-04-22,25,0.953,0.488,72.346
LOT123,W02,5,5,479,1,10,2026-04-22,25,0.886,0.524,72.947
LOT123,W02,6,5,480,1,10,2026-04-22,25,0.863,0.523,39.635
LOT123,W02,7,5,481,1,10,2026-04-22,25,1.042,0.470,51.387
LOT123,W02,8,5,482,1,10,2026-04-22,25,1.044,0.488,37.778
LOT123,W02,9,5,483,1,10,2026-04-22,25,0.926,0.497,55.221
LOT123,W02,10,5,484,3,40,2026-04-22,25,0.992,0.481,61.005
LOT123,W02,11,5,485,2,20,2026-04-22,25,1.075,0.474,42.052
LOT123,W02,12,5,486,3,40,2026-04-22,25,0.983,0.491,72.533
LOT123,W02,13,5,487,1,10,2026-04-22,25,0.971,0.487,61.847
LOT123,W02,-13,6,488,2,20,2026-04-22,25,1.066,0.487,60.256
LOT123,W02,-12,6,489,1,10,2026-04-22,25,1.087,0.493,36.812
LOT123,W02,-11,6,490,1,10,2026-04-22,25,1.032,0.514,49.283
LOT123,W02,-10,6,491,1,10,2026-04-22,25,0.945,0.471,41.479
LOT123,W02,-9,6,492,1,10,2026-04-22,25,0.968,0.442,61.694
LOT123,W02,-8,6,493,1,10,2026-04-22,25,1.017,0.486,33.956
LOT123,W02,-7,6,494,1,10,2026-04-22,25,0.925,0.490,60.803
LOT123,W02,-6,6,495,1,10,2026-04-22,25,0.953,0.509,43.295
LOT123,W02,-5,6,496,1,10,2026-04-22,25,1.047,0.519,57.433
LOT123,W02,-4,6,497,1,10,2026-04-22,25,1.021,0.500,55.491
LOT123,W02,-3,6,498,1,10,2026-04-22,25,1.170,0.494,54.862
LOT123,W02,-2,6,499,1,10,2026-04-22,25,0.872,0.502,52.476
LOT123,W02,-1,6,500,1,10,2026-04-22,25,1.002,0.541,47.936
LOT123,W02,0,6,501,1,10,2026-04-22,25,1.017,0.497,48.596
LOT123,W02,1,6,502,1,10,2026-04-22,25,1.038,0.479,32.419
LOT123,W02,2,6,503,1,10,2026-04-22,25,1.057,0.511,74.510
LOT123,W02,3,6,504,4,45,2026-04-22,25,1.032,0.471,44.470
LOT123,W02,4,6,505,1,10,2026-04-22,25,0.972,0.482,65.816
LOT123,W02,5,6,506,1,10,2026-04-22,25,1.214,0.485,33.831
LOT123,W02,6,6,507,1,10,2026-04-22,25,1.027,0.496,55.078
LOT123,W02,7,6,508,1,10,2026-04-22,25,1.121,0.509,50.402
LOT123,W02,8,6,509,1,10,2026-04-22,25,1.088,0.479,43.659
LOT123,W02,9,6,510,1,10,2026-04-22,25,0.959,0.504,65.009
LOT123,W02,10,6,511,1,10,2026-04-22,25,1.077,0.493,37.729
LOT123,W02,11,6,512,1,10,2026-04-22,25,1.257,0.490,63.155
LOT123,W02,12,6,513,1,10,2026-04-22,25,1.028,0.461,49.248
LOT123,W02,13,6,514,1,10,2026-04-22,25,0.912,0.465,38.215
LOT123,W02,-12,7,515,1,10,2026-04-22,25,1.062,0.522,73.075
LOT123,W02,-11,7,516,1,10,2026-04-22,25,1.115,0.517,48.088
LOT123,W02,-10,7,517,4,45,2026-04-22,25,0.894,0.506,72.538
LOT123,W02,-9,7,518,2,20,2026-04-22,25,1.142,0.494,56.900
LOT123,W02,-8,7,519,2,20,2026-04-22,25,1.130,0.500,62.209
LOT123,W02,-7,7,520,1,10,2026-04-22,25,1.013,0.481,42.746
LOT123,W02,-6,7,521,1,10,2026-04-22,25,1.165,0.477,50.112
LOT123,W02,-5,7,522,1,10,2026-04-22,25,1.064,0.468,58.487
LOT123,W02,-4,7,523,1,10,2026-04-22,25,0.996,0.518,55.711
LOT123,W02,-3,7,524,1,10,2026-04-22,25,1.018,0.514,41.058
LOT123,W02,-2,7,525,1,10,2026-04-22,25,1.243,0.489,66.068
LOT123,W02,-1,7,526,1,10,2026-04-22,25,1.069,0.501,37.428
LOT123,W02,0,7,527,1,10,2026-04-22,25,1.037,0.486,71.640
LOT123,W02,1,7,528,1,10,2026-04-22,25,1.046,0.462,35.436
LOT123,W02,2,7,529,1,10,2026-04-22,25,1.021,0.512,75.240
LOT123,W02,3,7,530,1,10,2026-04-22,25,1.130,0.500,58.685
LOT123,W02,4,7,531,1,10,2026-04-22,25,0.939,0.502,63.615
LOT123,W02,5,7,532,1,10,2026-04-22,25,1.115,0.491,62.354
LOT123,W02,6,7,533,1,10,2026-04-22,25,0.901,0.459,62.232
LOT123,W02,7,7,534,1,10,2026-04-22,25,0.901,0.491,61.844
LOT123,W02,8,7,535,1,10,2026-04-22,25,1.054,0.512,42.063
LOT123,W02,9,7,536,1,10,2026-04-22,25,1.113,0.488,52.330
LOT123,W02,10,7,537,1,10,2026-04-22,25,1.078,0.487,46.590
LOT123,W02,11,7,538,1,10,2026-04-22,25,1.226,0.490,67.195
LOT123,W02,12,7,539,1,10,2026-04-22,25,1.055,0.515,55.244
LOT123,W02,-12,8,540,2,20,2026-04-22,25,1.097,0.469,52.260
LOT123,W02,-11,8,541,1,10,2026-04-22,25,0.955,0.493,43.319
LOT123,W02,-10,8,542,1,10,2026-04-22,25,1.075,0.484,41.104
LOT123,W02,-9,8,543,1,10,2026-04-22,25,1.090,0.475,33.795
LOT123,W02,-8,8,544,4,45,2026-04-22,25,1.174,0.536,38.425
LOT123,W02,-7,8,545,2,20,2026-04-22,25,1.142,0.486,65.319
LOT123,W02,-6,8,546,3,40,2026-04-22,25,1.163,0.491,74.292
LOT123,W02,-5,8,547,1,10,2026-04-22,25,0.889,0.519,55.682
LOT123,W02,-4,8,548,1,10,2026-04-22,25,1.151,0.491,63.448
LOT123,W02,-3,8,549,1,10,2026-04-22,25,0.955,0.498,50.042
LOT123,W02,-2,8,550,2,20,2026-04-22,25,1.065,0.470,57.627
LOT123,W02,-1,8,551,1,10,2026-04-22,25,0.967,0.514,65.027
LOT123,W02,0,8,552,1,10,2026-04-22,25,1.044,0.489,60.074
LOT123,W02,1,8,553,1,10,2026-04-22,25,1.068,0.479,54.299
LOT123,W02,2,8,554,1,10,2026-04-22,25,1.087,0.498,60.996
LOT123,W02,3,8,555,1,10,2026-04-22,25,1.099,0.485,56.569
LOT123,W02,4,8,556,1,10,2026-04-22,25,1.057,0.433,44.411
LOT123,W02,5,8,557,1,10,2026-04-22,25,1.033,0.476,39.577
LOT123,W02,6,8,558,1,10,2026-04-22,25,1.000,0.511,47.819
LOT123,W02,7,8,559,1,10,2026-04-22,25,1.156,0.479,59.536
LOT123,W02,8,8,560,2,20,2026-04-22,25,1.116,0.473,58.913
LOT123,W02,9,8,561,1,10,2026-04-22,25,1.116,0.482,46.766
LOT123,W02,10,8,562,1,10,2026-04-22,25,0.949,0.478,32.963
LOT123,W02,11,8,563,1,10,2026-04-22,25,1.071,0.454,46.722
LOT123,W02,12,8,564,1,10,2026-04-22,25,1.065,0.503,74.783
LOT123,W02,-11,9,565,1,10,2026-04-22,25,0.870,0.468,81.516
LOT123,W02,-10,9,566,1,10,2026-04-22,25,0.948,0.527,57.654
LOT123,W02,-9,9,567,1,10,2026-04-22,25,1.124,0.510,47.374
LOT123,W02,-8,9,568,1,10,2026-04-22,25,0.985,0.469,49.057
LOT123,W02,-7,9,569,1,10,2026-04-22,25,1.074,0.493,66.996
LOT123,W02,-6,9,570,4,45,2026-04-22,25,1.102,0.517,60.020
LOT123,W02,-5,9,571,1,10,2026-04-22,25,0.874,0.493,67.283
LOT123,W02,-4,9,572,1,10,2026-04-22,25,1.132,0.459,42.809
LOT123,W02,-3,9,573,1,10,2026-04-22,25,1.041,0.477,43.895
LOT123,W02,-2,9,574,4,45,2026-04-22,25,0.973,0.475,57.654
LOT123,W02,-1,9,575,1,10,2026-04-22,25,0.908,0.513,42.270
LOT123,W02,0,9,576,1,10,2026-04-22,25,1.045,0.485,69.542
LOT123,W02,1,9,577,1,10,2026-04-22,25,1.260,0.497,39.908
LOT123,W02,2,9,578,1,10,2026-04-22,25,1.014,0.499,48.077
LOT123,W02,3,9,579,1,10,2026-04-22,25,0.969,0.527,35.712
LOT123,W02,4,9,580,1,10,2026-04-22,25,1.041,0.501,49.339
LOT123,W02,5,9,581,1,10,2026-04-22,25,1.179,0.467,70.234
LOT123,W02,6,9,582,1,10,2026-04-22,25,0.985,0.470,52.906
LOT123,W02,7,9,583,1,10,2026-04-22,25,1.118,0.494,69.055
LOT123,W02,8,9,584,1,10,2026-04-22,25,0.778,0.500,48.948
LOT123,W02,9,9,585,1,10,2026-04-22,25,1.017,0.460,58.979
LOT123,W02,10,9,586,1,10,2026-04-22,25,1.139,0.505,46.418
LOT123,W02,11,9,587,2,20,2026-04-22,25,0.938,0.511,51.128
LOT123,W02,-10,10,588,2,20,2026-04-22,25,1.022,0.452,42.211
LOT123,W02,-9,10,589,1,10,2026-04-22,25,1.199,0.500,55.783
LOT123,W02,-8,10,590,1,10,2026-04-22,25,1.075,0.499,40.746
LOT123,W02,-7,10,591,4,45,2026-04-22,25,1.080,0.476,46.907
LOT123,W02,-6,10,592,1,10,2026-04-22,25,0.919,0.506,87.597
LOT123,W02,-5,10,593,1,10,2026-04-22,25,1.140,0.492,43.050
LOT123,W02,-4,10,594,1,10,2026-04-22,25,1.023,0.487,49.874
LOT123,W02,-3,10,595,1,10,2026-04-22,25,1.047,0.536,62.545
LOT123,W02,-2,10,596,1,10,2026-04-22,25,0.957,0.477,68.705
LOT123,W02,-1,10,597,2,20,2026-04-22,25,1.016,0.467,58.505
LOT123,W02,0,10,598,1,10,2026-04-22,25,0.947,0.497,38.065
LOT123,W02,1,10,599,1,10,2026-04-22,25,1.281,0.479,59.977
LOT123,W02,2,10,600,1,10,2026-04-22,25,1.060,0.488,62.215
LOT123,W02,3,10,601,1,10,2026-04-22,25,1.019,0.499,40.585
LOT123,W02,4,10,602,1,10,2026-04-22,25,1.127,0.494,55.993
LOT123,W02,5,10,603,3,40,2026-04-22,25,0.837,0.489,48.571
LOT123,W02,6,10,604,2,20,2026-04-22,25,1.150,0.483,86.493
LOT123,W02,7,10,605,1,10,2026-04-22,25,0.971,0.478,56.333
LOT123,W02,8,10,606,1,10,2026-04-22,25,1.102,0.525,57.313
LOT123,W02,9,10,607,1,10,2026-04-22,25,1.091,0.485,44.493
LOT123,W02,10,10,608,4,45,2026-04-22,25,0.938,0.491,47.762
LOT123,W02,-9,11,609,1,10,2026-04-22,25,0.982,0.464,57.931
LOT123,W02,-8,11,610,1,10,2026-04-22,25,1.094,0.487,47.067
LOT123,W02,-7,11,611,2,20,2026-04-22,25,1.318,0.467,57.501
LOT123,W02,-6,11,612,1,10,2026-04-22,25,1.082,0.459,62.565
LOT123,W02,-5,11,613,1,10,2026-04-22,25,1.024,0.508,47.608
LOT123,W02,-4,11,614,1,10,2026-04-22,25,1.069,0.517,40.889
LOT123,W02,-3,11,615,1,10,2026-04-22,25,1.140,0.502,60.971
LOT123,W02,-2,11,616,1,10,2026-04-22,25,0.873,0.463,73.849
LOT123,W02,-1,11,617,1,10,2026-04-22,25,1.041,0.506,48.864
LOT123,W02,0,11,618,1,10,2026-04-22,25,1.176,0.503,35.194
LOT123,W02,1,11,619,1,10,2026-04-22,25,1.076,0.477,45.068
LOT123,W02,2,11,620,1,10,2026-04-22,25,1.085,0.473,62.196
LOT123,W02,3,11,621,1,10,2026-04-22,25,1.233,0.480,64.158
LOT123,W02,4,11,622,4,45,2026-04-22,25,1.015,0.482,49.233
LOT123,W02,5,11,623,4,45,2026-04-22,25,1.040,0.482,59.999
LOT123,W02,6,11,624,1,10,2026-04-22,25,1.199,0.501,46.884
LOT123,W02,7,11,625,1,10,2026-04-22,25,1.083,0.478,60.095
LOT123,W02,8,11,626,1,10,2026-04-22,25,1.008,0.480,54.572
LOT123,W02,9,11,627,1,10,2026-04-22,25,0.983,0.480,52.618
LOT123,W02,-8,12,628,1,10,2026-04-22,25,1.040,0.481,54.553
LOT123,W02,-7,12,629,1,10,2026-04-22,25,0.821,0.467,73.422
LOT123,W02,-6,12,630,2,20,2026-04-22,25,1.170,0.471,68.870
LOT123,W02,-5,12,631,1,10,2026-04-22,25,1.138,0.466,54.478
LOT123,W02,-4,12,632,1,10,2026-04-22,25,1.133,0.495,63.251
LOT123,W02,-3,12,633,2,20,2026-04-22,25,1.027,0.470,59.562
LOT123,W02,-2,12,634,1,10,2026-04-22,25,0.977,0.462,39.009
LOT123,W02,-1,12,635,1,10,2026-04-22,25,1.002,0.471,46.514
LOT123,W02,0,12,636,1,10,2026-04-22,25,1.027,0.487,52.797
LOT123,W02,1,12,637,2,20,2026-04-22,25,0.990,0.474,48.151
LOT123,W02,2,12,638,2,20,2026-04-22,25,1.109,0.468,74.229
LOT123,W02,3,12,639,1,10,2026-04-22,25,1.039,0.495,42.760
LOT123,W02,4,12,640,1,10,2026-04-22,25,1.126,0.492,40.952
LOT123,W02,5,12,641,1,10,2026-04-22,25,1.131,0.486,46.293
LOT123,W02,6,12,642,2,20,2026-04-22,25,1.106,0.484,66.208
LOT123,W02,7,12,643,2,20,2026-04-22,25,0.982,0.480,63.914
LOT123,W02,8,12,644,1,10,2026-04-22,25,1.140,0.507,58.813
LOT123,W02,-6,13,645,1,10,2026-04-22,25,0.908,0.521,54.413
LOT123,W02,-5,13,646,2,20,2026-04-22,25,0.924,0.531,61.897
LOT123,W02,-4,13,647,1,10,2026-04-22,25,1.099,0.487,60.786
LOT123,W02,-3,13,648,1,10,2026-04-22,25,1.069,0.507,63.450
LOT123,W02,-2,13,649,1,10,2026-04-22,25,1.131,0.474,54.465
LOT123,W02,-1,13,650,1,10,2026-04-22,25,1.119,0.461,66.734
LOT123,W02,0,13,651,2,20,2026-04-22,25,0.940,0.508,73.639
LOT123,W02,1,13,652,1,10,2026-04-22,25,1.105,0.482,46.847
LOT123,W02,2,13,653,1,10,2026-04-22,25,1.143,0.483,44.283
LOT123,W02,3,13,654,1,10,2026-04-22,25,1.139,0.511,60.338
LOT123,W02,4,13,655,1,10,2026-04-22,25,1.040,0.509,72.949
LOT123,W02,5,13,656,1,10,2026-04-22,25,1.039,0.478,60.546
LOT123,W02,6,13,657,1,10,2026-04-22,25,0.988,0.499,37.744
LOT123,W02,-3,14,658,2,20,2026-04-22,25,1.089,0.474,55.454
LOT123,W02,-2,14,659,1,10,2026-04-22,25,0.958,0.472,66.126
LOT123,W02,-1,14,660,1,10,2026-04-22,25,0.999,0.505,53.679
LOT123,W02,0,14,661,1,10,2026-04-22,25,1.099,0.448,46.509
LOT123,W02,1,14,662,1,10,2026-04-22,25,1.275,0.477,82.231
LOT123,W02,2,14,663,1,10,2026-04-22,25,1.084,0.515,55.252
LOT123,W02,3,14,664,1,10,2026-04-22,25,1.144,0.490,59.677
LOT123,W03,-3,-14,0,1,10,2026-04-23,25,1.005,0.488,45.821
LOT123,W03,-2,-14,1,1,10,2026-04-23,25,1.162,0.481,63.135
LOT123,W03,-1,-14,2,1,10,2026-04-23,25,1.030,0.502,35.190
LOT123,W03,0,-14,3,1,10,2026-04-23,25,1.090,0.520,36.926
LOT123,W03,1,-14,4,1,10,2026-04-23,25,1.091,0.477,49.604
LOT123,W03,2,-14,5,2,20,2026-04-23,25,1.100,0.497,34.289
LOT123,W03,3,-14,6,1,10,2026-04-23,25,1.029,0.497,53.537
LOT123,W03,-6,-13,7,1,10,2026-04-23,25,1.067,0.501,56.584
LOT123,W03,-5,-13,8,1,10,2026-04-23,25,1.088,0.469,58.498
LOT123,W03,-4,-13,9,1,10,2026-04-23,25,0.900,0.511,42.790
LOT123,W03,-3,-13,10,1,10,2026-04-23,25,1.127,0.506,52.574
LOT123,W03,-2,-13,11,1,10,2026-04-23,25,1.106,0.514,68.512
LOT123,W03,-1,-13,12,1,10,2026-04-23,25,1.194,0.500,44.166
LOT123,W03,0,-13,13,1,10,2026-04-23,25,0.906,0.460,61.330
LOT123,W03,1,-13,14,1,10,2026-04-23,25,0.922,0.494,68.265
LOT123,W03,2,-13,15,1,10,2026-04-23,25,0.992,0.474,46.209
LOT123,W03,3,-13,16,1,10,2026-04-23,25,1.072,0.484,48.906
LOT123,W03,4,-13,17,1,10,2026-04-23,25,1.146,0.509,62.042
LOT123,W03,5,-13,18,2,20,2026-04-23,25,0.932,0.525,51.409
LOT123,W03,6,-13,19,1,10,2026-04-23,25,1.129,0.498,56.095
LOT123,W03,-8,-12,20,1,10,2026-04-23,25,0.938,0.471,49.667
LOT123,W03,-7,-12,21,2,20,2026-04-23,25,1.094,0.503,63.038
LOT123,W03,-6,-12,22,1,10,2026-04-23,25,0.949,0.499,50.351
LOT123,W03,-5,-12,23,1,10,2026-04-23,25,1.181,0.469,80.688
LOT123,W03,-4,-12,24,1,10,2026-04-23,25,1.103,0.466,52.040
LOT123,W03,-3,-12,25,1,10,2026-04-23,25,1.186,0.522,56.946
LOT123,W03,-2,-12,26,1,10,2026-04-23,25,0.987,0.468,61.957
LOT123,W03,-1,-12,27,1,10,2026-04-23,25,0.923,0.494,29.756
LOT123,W03,0,-12,28,1,10,2026-04-23,25,0.985,0.452,42.952
LOT123,W03,1,-12,29,1,10,2026-04-23,25,1.095,0.502,24.869
LOT123,W03,2,-12,30,1,10,2026-04-23,25,1.002,0.489,61.651
LOT123,W03,3,-12,31,1,10,2026-04-23,25,0.979,0.499,51.078
LOT123,W03,4,-12,32,1,10,2026-04-23,25,1.080,0.491,56.873
LOT123,W03,5,-12,33,1,10,2026-04-23,25,1.137,0.468,50.355
LOT123,W03,6,-12,34,1,10,2026-04-23,25,1.006,0.461,84.195
LOT123,W03,7,-12,35,1,10,2026-04-23,25,1.016,0.435,41.354
LOT123,W03,8,-12,36,2,20,2026-04-23,25,1.035,0.516,87.655
LOT123,W03,-9,-11,37,2,20,2026-04-23,25,1.095,0.488,52.105
LOT123,W03,-8,-11,38,2,20,2026-04-23,25,0.926,0.499,63.680
LOT123,W03,-7,-11,39,1,10,2026-04-23,25,1.033,0.483,59.881
LOT123,W03,-6,-11,40,1,10,2026-04-23,25,0.913,0.498,48.070
LOT123,W03,-5,-11,41,1,10,2026-04-23,25,1.015,0.476,57.482
LOT123,W03,-4,-11,42,1,10,2026-04-23,25,1.135,0.489,63.079
LOT123,W03,-3,-11,43,1,10,2026-04-23,25,0.920,0.513,52.881
LOT123,W03,-2,-11,44,1,10,2026-04-23,25,0.985,0.496,46.494
LOT123,W03,-1,-11,45,1,10,2026-04-23,25,1.019,0.474,39.119
LOT123,W03,0,-11,46,1,10,2026-04-23,25,0.913,0.466,41.519
LOT123,W03,1,-11,47,1,10,2026-04-23,25,1.177,0.482,51.694
LOT123,W03,2,-11,48,1,10,2026-04-23,25,0.867,0.492,56.695
LOT123,W03,3,-11,49,1,10,2026-04-23,25,0.909,0.459,57.707
LOT123,W03,4,-11,50,1,10,2026-04-23,25,0.922,0.505,39.244
LOT123,W03,5,-11,51,1,10,2026-04-23,25,1.109,0.497,58.128
LOT123,W03,6,-11,52,1,10,2026-04-23,25,1.125,0.495,66.185
LOT123,W03,7,-11,53,3,40,2026-04-23,25,1.049,0.513,31.974
LOT123,W03,8,-11,54,1,10,2026-04-23,25,0.838,0.519,66.404
LOT123,W03,9,-11,55,1,10,2026-04-23,25,1.111,0.525,30.610
LOT123,W03,-10,-10,56,1,10,2026-04-23,25,1.080,0.523,61.353
LOT123,W03,-9,-10,57,1,10,2026-04-23,25,1.125,0.493,58.191
LOT123,W03,-8,-10,58,1,10,2026-04-23,25,1.118,0.510,59.981
LOT123,W03,-7,-10,59,1,10,2026-04-23,25,1.305,0.495,47.046
LOT123,W03,-6,-10,60,1,10,2026-04-23,25,1.064,0.513,27.306
LOT123,W03,-5,-10,61,1,10,2026-04-23,25,1.165,0.492,45.195
LOT123,W03,-4,-10,62,1,10,2026-04-23,25,1.124,0.437,43.855
